Southwest University of Visual Arts-Tucson,http://colleges.startclass.com/l/89/Southwest-University-of-Visual-Arts-Tucson,[],,
Brown Mackie College-Tucson,https://www.brownmackie.edu/contact-us,[u'materialsreview@brownmackie.edu'],,
Embry-Riddle Aeronautical University-Prescott,http://prescott.erau.edu/admissions/apply/,"[u'Prescott@erau.edu', u'prescott@erau.edu']",,
Grand Canyon University,http://www.gcu.edu/Contact-Us.php,[u'admissionsonline@gcu.edu'],,
ITT Technical Institute-Tucson,http://www.itt-tech.edu/contact/,[u'HQ-CS@itt-tech.edu'],,
ITT Technical Institute-Tempe,http://www.itt-tech.edu/contact/,[u'HQ-CS@itt-tech.edu'],,
Dine College,https://www.ric.edu/admissions/,[u'admissions@ric.edu'],,
Northern Arizona University,https://www.nau.edu/Admissions/Undergraduate-Admissions-Contact-Information/,[u'admissions@nau.edu'],,
Ottawa University-Phoenix,http://www.ottawa.edu/admissions/residential-students,[u'admiss@ottawa.edu'],,
Pima Medical Institute-Tucson,http://pmi.edu/Get-Started/How-Do-I-Apply,[],,
Prescott College,http://www.prescott.edu/apply/,[u'webmaster@prescott.edu'],,
Arizona Christian University,http://arizonachristian.edu/admissions/,[],,
Western International University,http://www1.lehigh.edu/admissions/undergrad/contact,[u'admissions@lehigh.edu'],,
University of Arkansas at Little Rock,http://ualr.edu/admissions/,[u'admissions@ualr.edu'],,
Arkansas Baptist College,http://www.arkansasbaptist.edu/%3Fpage_id%3D48,[],,
Lyon College,http://www.canisius.edu/admissions/undergraduate-admissions/contact-us/,[u'admissions@canisius.edu'],,
University of Arkansas,http://admissions.uark.edu/contactUs.php,[u'uofa@uark.edu'],,
University of Arkansas at Pine Bluff,https://www.uapb.edu/admissions.aspx,[u'webadmin@uapb.edu'],,
Arkansas State University-Main Campus,http://www.astate.edu/info/admissions/,[u'admissions@astate.edu'],,
Arkansas Tech University,https://www.atu.edu/imsso/admission.php,[],,
University of Arkansas at Monticello,http://admissions.uark.edu/contactUs.php,[u'uofa@uark.edu'],,
University of Central Arkansas,http://uca.edu/admissions/,[u'37331606@N05_r.jpg'],,
Central Baptist College,http://www.cbc.edu/academics/degree_options.aspx,[u'info@cbc.edu'],,
Crowley's Ridge College,https://www.cappex.com/colleges/Crowleys-Ridge-College/admissions,[],,
Harding University,http://www.harding.edu/admissions,"[u'logo-text@2x.png', u'harding-logo@2x.png', u'icon-intern-lg@2x.png', u'logo-circle@2x.png', u'icon-abroad-lg@2x.png', u'icon-support-lg@2x.png']",,
Henderson State University,http://www.hsu.edu/ProspectiveStudents/admissions.html,[u'admissions@hsu.edu'],,
Hendrix College,https://www.hendrix.edu/admission/admission.aspx%3Fid%3D241,[],,
John Brown University,http://www.jbu.edu/admissions/,[u'jbuinfo@jbu.edu'],,
Ouachita Baptist University,https://www.obu.edu/registrar/admissions-information/,"[u'c07@obu.edu', u'registrar@obu.edu']",,
University of the Ozarks,http://www.american.edu/admissions/freshman/admissionsrep.cfm,[u'admissions@american.edu'],,
Williams Baptist College,https://www.wbcoll.edu/departments_majors.aspx,[],,
Southern Arkansas University Main Campus,https://web.saumag.edu/admissions/,[u'muleriders@saumag.edu'],,
University of Arkansas-Fort Smith,http://uafs.edu/admissions/admissions-home,[],,
Academy of Art University,http://www.academyart.edu/admissions,[],,
ITT Technical Institute-Rancho Cordova,http://www.itt-tech.edu/contact/,[u'HQ-CS@itt-tech.edu'],,
Art Center College of Design,http://www.artcenter.edu/accd/programs/undergraduate.jsp,[u'admissions@artcenter.edu'],,
Azusa Pacific University,http://www.apu.edu/admissions/undergraduate/,[],,
Bethesda University of California,http://www.collegeview.com/schools/bethesda-christian-university/,[],,
Biola University,http://undergrad.biola.edu/contact/,[],,
Brooks Institute,http://www.brooks.edu/admissions/undergraduate-admissions/new-students,"[u'test@test.com', u'info@brooks.edu']",,
Bryan University,http://www.bryant.edu/admissions/,[],,
California Baptist University,http://www.calbaptist.edu/future-students/why-cbu/,[],,
California College of the Arts,https://www.cca.edu/admissions/undergrad,[],,
California Institute of Technology,https://www.admissions.caltech.edu/contact,[u'ugadmissions@caltech.edu'],,
California Lutheran University,http://www.callutheran.edu/contact,[u'admissions@callutheran.edu'],,
California Polytechnic State University-San Luis Obispo,http://admissions.calpoly.edu/contact/,[u'admissions@calpoly.edu'],,
Alliant International University,http://www.alliant.edu/admissions/,[],,
California State University-Bakersfield,http://www.csub.edu/admissions/,[u'admissions@csub.edu'],,
California State University-Stanislaus,https://www.csustan.edu/admissions/contact-information,[u'Outreach_Help_Desk@csustan.edu'],,
California State University-San Bernardino,http://www.admissions.csusb.edu/contact/index.html,[u'moreinfo@csusb.edu'],,
California State University-Chico,http://www.csuchico.edu/admissions/,[u'info@csuchico.edu'],,
California State University-Dominguez Hills,http://www4.csudh.edu/admissions-records/,[],,
California State University-Fresno,http://www.fresnostate.edu/studentaffairs/are/contact.html,"[u'graduateadmissions@csufresno.edu', u'admissions@csufresno.edu']",,
California State University-Fullerton,http://www.fullerton.edu/admissions/contact.asp,"[u'admissions@fullerton.edu', u'NOSPAMadmissions@fullerton.edu']",,
California State University-East Bay,http://www20.csueastbay.edu/prospective/who-to-contact.html,"[u'eopadmissions@csueastbay.edu', u'admissions@csueastbay.edu', u'gradadmission@csueastbay.edu']",,
California State University-Long Beach,http://web.csulb.edu/depts/enrollment/connect/,[],,
California State University-Los Angeles,https://www.calstatela.edu/univ/admiss/contactus.php,[u'admission@calstatela.edu'],,
California State University-Northridge,http://www.csun.edu/admissions-records,[u'admissions.records@csun.edu'],,
California State University-Sacramento,http://www.csus.edu/admissions/,[u'admissions@csus.edu'],,
University of California-Berkeley,http://admissions.berkeley.edu/ContactUs,[u'admissions@berkeley.edu'],,
University of California-Davis,http://admissions.ucdavis.edu/contact/directory.cfm,[u'maxboyd@ucdavis.edu'],,
University of California-Irvine,http://admissions.ucdavis.edu/contact/directory.cfm,[u'maxboyd@ucdavis.edu'],,
University of California-Los Angeles,https://www.admissions.ucla.edu/contactus.htm,[],,
University of California-Riverside,http://www.admission.ucr.edu/Admissions,"[u'admit@ucr.edu', u'admissions@ucr.edu']",,
University of California-San Diego,http://admissions.ucsd.edu/contact/,"[u'veteransinfo@ad.ucsd.edu', u'campustours@ucsd.edu', u'ucinfo@applyUCsupport.net', u'transferinfo@ad.ucsd.edu', u'infointernational@ad.ucsd.edu']",,
University of California-Santa Barbara,https://admissions.sa.ucsb.edu/contact-us,[u'ucinfo@applyucsupport.net'],,
University of California-Santa Cruz,http://admissions.ucsc.edu/contact/,"[u'internationaladmissions@ucsc.edu', u'admissions@ucsc.edu', u'outofstateadmissions@ucsc.edu']",,
California Christian College,http://www.westmont.edu/admissions/,[u'admissions@westmont.edu'],,
California Institute of the Arts,https://calarts.edu/admissions,[u'admissions@calarts.edu'],,
California Maritime Academy,http://www.csum.edu/web/admissions,[u'admission@csum.edu'],,
Chapman University,http://www.chapman.edu/admission/undergraduate/,[u'admit@chapman.edu'],,
Charles R Drew University of Medicine and Science,http://www.cdrewu.edu/admissions,[],,
Concordia University-Irvine,http://www.cui.edu/admissions,[],,
San Diego Christian College,http://sdcc.edu/admissions,[],,
Claremont McKenna College,https://www.cmc.edu/admission,[u'athenaeum@claremontmckenna.edu'],,
Cogswell College,http://www.cogswell.edu/prospective/admissions_info.php,[],,
Coleman University,https://uadmissions.georgetown.edu/contact-us,[],,
Columbia College-Hollywood,http://www.columbiacollege.edu/admissions/getting-started,[u'info@columbiacollege.edu'],,
Dell'Arte International School of Physical Theatre,https://www.scholarships.com/colleges/dellarte-international-school-of-physical-theatre/,[],,
Design Institute of San Diego,http://www.disd.edu/,[u'khaines@disd.edu'],,
Dominican University of California,http://www.dominican.edu/admissions/undergrad,[u'enroll@dominican.edu'],,
Fashion Institute of Design & Merchandising-Los Angeles,http://fidm.edu/en/admissions/,[u'webmaster@fidm.com'],,
Fashion Institute of Design & Merchandising-San Francisco,http://colleges.startclass.com/l/359/Fashion-Institute-of-Design-And-Merchandising-San-Francisco,[],,
Fresno Pacific University,http://www.fresno.edu/admissions,[u'sfs@fresno.edu'],,
Golden Gate University-San Francisco,http://www.ggu.edu/graduate/international/,"[u'info@ggu.edu', u'gradadvising@ggu.edu', u'iaa@ggu.edu']",,
Harvey Mudd College,https://www.hmc.edu/admission/connect/contact-admission-and-financial-aid/,[],,
Holy Names University,https://www.hnu.edu/admissions/undergraduate/application-information,[],,
Humboldt State University,http://www2.humboldt.edu/admissions/,[],,
Humphreys College-Stockton and Modesto Campuses,http://colleges.startclass.com/l/399/Humphreys-College-Stockton-and-Modesto-Campuses,[],,
Interior Designers Institute,https://www.pratt.edu/admissions/applying/applying-undergraduate/,[u'admissions@pratt.edu'],,
ITT Technical Institute-National City,http://www.itt-tech.edu/contact/,[u'HQ-CS@itt-tech.edu'],,
ITT Technical Institute-San Dimas,http://www.itt-tech.edu/contact/,[u'HQ-CS@itt-tech.edu'],,
ITT Technical Institute-Orange,http://www.itt-tech.edu/contact/,[u'HQ-CS@itt-tech.edu'],,
American Jewish University,http://college.aju.edu/forms/college-apply.aspx,[],,
Life Pacific College,http://lifepacific.edu/admissions/undergraduate/,[],,
The Art Institute of California-Argosy University San Diego,http://www.artinstitutes.edu/san-diego,[u'csprogramadmin@edmc.edu'],,
University of La Verne,http://laverne.edu/contact/,[],,
Laguna College of Art and Design,http://www.lcad.edu/about-lcad/contact-info/,[u'admissions@lcad.edu'],,
Southern California Seminary,http://www.usc.edu/admission/undergraduate/contact/,[],,
La Sierra University,http://lasierra.edu/admissions/,[u'admissions@lasierra.edu'],,
The Master's College and Seminary,http://www.masters.edu/,[],,
The Art Institute of California-Argosy University San Francisco,http://www.artinstitutes.edu/san-francisco,[u'csprogramadmin@edmc.edu'],,
Loyola Marymount University,http://admission.lmu.edu/contact/,"[u'admissions@lmu.edu', u'admission@lmu.edu']",,
Marymount California University,http://www.marymountcalifornia.edu/admission,[u'admission@Marymountcalifornia.edu'],,Menlo College,http://www.menlo.edu/admissions-financial-aid/admissions-freshmen/,[u'admissions@menlo.edu']
Mills College,http://www.mills.edu/applyundergrad,[u'admission@mills.edu']
Mount St Mary's College,http://www.msmc.edu/Admissions/Undergraduate,[u'admissions@msmc.edu']
Musicians Institute,http://mi.edu/admissions-financial-aid/,[u'admissions@mi.edu']
The National Hispanic University,http://admissions.fiu.edu/costs-and-aid/scholarships/,[u'meritscholarships@fiu.edu']
National University,http://www.nu.edu/Admissions/Undergraduate.html,[]
Newschool of Architecture and Design,http://newschoolarch.edu/,[]
Notre Dame de Namur University,http://www.ndnu.edu/admissions/,[u'admiss@ndnu.edu']
Occidental College,http://www.oxy.edu/page/contact-us,[u'admission@oxy.edu']
Otis College of Art and Design,http://www.otis.edu/programs-of-study,[]
Hope International University,https://www.hiu.edu/undergraduate-on-campus,[]
Pacific States University,http://psuca.edu/node/9,[u'admissions@psuca.edu']
Pacific Union College,https://www.puc.edu/admissions,"[u'PUCAdmissions_Logo@2x.png', u'enroll@puc.edu']"
University of the Pacific,http://www.pacific.edu/Admission/Contact-Admission.html,[u'admission@pacific.edu']
Pepperdine University,http://www.pepperdine.edu/contact/,"[u'soladmis@pepperdine.edu', u'admission-seaver@pepperdine.edu']"
Pitzer College,http://pitweb.pitzer.edu/admission/,[u'admission@pitzer.edu']
Platt College-San Diego,http://colleges.startclass.com/l/535/Platt-College-San-Diego,[]
Point Loma Nazarene University,http://undergraduate.pointloma.edu/,[]
Pomona College,http://www.pomona.edu/admissions/meet-us/,[u'admissions@pomona.edu']
Westwood College-South Bay,http://www.westwood.edu/admissions,[]
University of Redlands,http://www.redlands.edu/prospective-students/1110.aspx,[u'admissions@redlands.edu']
Argosy University-San Francisco Bay Area,https://www.argosy.edu/locations/san-francisco,"[u'hmomon@argosy.edu', u'materialsreview@argosy.edu']"
San Diego State University,http://arweb.sdsu.edu/es/admissions/contact.html,"[u'admissions@sdsu.edu', u'intladmission@sdsu.edu']"
University of San Diego,http://www.sandiego.edu/admissions/undergraduate/,[u'admissions@sandiego.edu']
San Francisco Art Institute,http://www.sfai.edu/admissions,"[u'icon-mobile-search@2x.png', u'logo-mobile@2x.png']"
San Francisco Conservatory of Music,http://www.sfcm.edu/,"[u'boxoffice@sfcm.edu', u'lreynolds@sfcm.edu']"
San Francisco State University,http://www.sfsu.edu/future/contact/contact.html,"[u'univpark@sfsu.edu', u'oip@sfsu.edu', u'housing@sfsu.edu', u'testing@sfsu.edu', u'finaid@sfsu.edu', u'gradstdy@sfsu.edu', u'records@sfsu.edu', u'jmanaois@sfsu.edu', u'advising@sfsu.edu', u'eop@sfsu.edu', u'bursar@sfsu.edu', u'prospect@sfsu.edu', u'outreach@sfsu.edu', u'dprc@sfsu.edu']"
University of San Francisco,https://www.usfca.edu/admission/undergraduate,[]
William Jessup University,https://www.jessup.edu/undergrad/user/register,[u'admissions@jessup.edu']
San Jose State University,http://www.sjsu.edu/global/how-to-apply/undergraduate-admission/,[u'help@help.sjsu.edu']
Santa Barbara Business College-Bakersfield,http://www.sbbcollege.edu/,[]
Westwood College-Los Angeles,http://www.westwood.edu/admissions,[]
Santa Barbara Business College-Santa Maria,http://www.sbbcollege.edu/,[]
Santa Clara University,http://www.scu.edu/ugrad/contact/,[u'admission@scu.edu']
Scripps College,http://www.scrippscollege.edu/admission/,[]
Shasta Bible College and Graduate School,http://www.american-school-search.com/review/shasta-bible-college-and-graduate-school,[]
Simpson University,http://simpsonu.edu/Pages/Admissions/UG/Undergraduate-Admissions-Process.htm,[]
Saint Mary's College of California,https://www.stmarys-ca.edu/undergraduate-admissions/contact-us,[]
Sonoma State University,http://www.sonoma.edu/admissions/,[]
Vanguard University of Southern California,http://www.vanguard.edu/undergraduate/applying-for-admission/,[u'admissions@vanguard.edu']
Southern California Institute of Architecture,http://www.sciarc.edu/,[u'public_programs@sciarc.edu']
University of Southern California,http://www.usc.edu/admission/undergraduate/contact/,[]
Thomas Aquinas College,http://www.aquinas.edu/undergraduate/contact_admissions.html,[u'admissions@aquinas.edu']
Epic Bible College,http://www.american.edu/spa/admissions/undergraduate/,[u'admissions@american.edu']
Westmont College,http://www.westmont.edu/admissions/,[u'admissions@westmont.edu']
Whittier College,http://www.whittier.edu/admission,[]
Woodbury University,http://woodbury.edu/contact/,[]
University of Colorado Denver,http://www.du.edu/apply/admission/,[u'admission@du.edu']
University of Colorado Colorado Springs,http://www.uccs.edu/admissions.html,"[u'go@uccs.edu', u'you@uccs.edu']"
University of Colorado Boulder,http://www.colorado.edu/admissions/connect,"[u'apply@colorado.edu', u'intladm@colorado.edu']"
Colorado Christian University,http://www.ccu.edu/admissions/,[]
Colorado College,https://www.coloradocollege.edu/admission/choosingCC/,"[u'FinancialAid@ColoradoCollege.edu', u'Admission@ColoradoCollege.edu', u'financialaid@coloradocollege.edu']"
The Art Institute of Colorado,http://www.artinstitutes.edu/denver/,[u'csprogramadmin@edmc.edu']
Colorado Mountain College,http://coloradomtn.edu/departments/contact_us/,[]
Colorado School of Mines,http://www.mines.edu/ContactUsYPZCQC4,[u'admit@mines.edu']
Colorado State University-Fort Collins,http://admissions.colostate.edu/contactus/,"[u'International.admissions@colostate.edu', u'admissions@colostate.edu']"
Colorado Technical University-Colorado Springs,http://www.coloradotech.edu/contact,"[u'mbalsan@ctuonline.edu', u'hire@coloradotech.edu', u'CTUEducationalAlliances@coloradotech.edu', u'ctugraduation@ctuonline.edu', u'alumni@coloradotech.edu']"
College America-Denver,http://www.aic.edu/admissions/graduate/contact,[u'graduate.admissions@aic.edu']
Westwood College-Denver North,http://www.westwood.edu/admissions,[]
University of Denver,http://www.du.edu/apply/admission/,[u'admission@du.edu']
Fort Lewis College,https://www.fortlewis.edu/Home/Admission/AdmissiontoFortLewisCollege.aspx,[]
Colorado Mesa University,http://future.coloradomesa.edu/admissions,[]
Metropolitan State University of Denver,http://www.msudenver.edu/admissions/,[]
Naropa University,http://www.naropa.edu/admissions/contact/,[u'admissions@naropa.edu']
National American University-Colorado Springs,http://colleges.startclass.com/l/6870/College-America-Colorado-Springs,[]
National American University-Denver,http://www.american.edu/admissions/,[u'admissions@american.edu']
Nazarene Bible College,http://www.nbc.edu/,[]
Regis University,http://www.regis.edu/College-Admissions-and-Financial-Aid.aspx,[u'ruadmissions@regis.edu']
Rocky Mountain College of Art and Design,http://www.rmcad.edu/admissions,[]
